LIMIT_BAL,PAY_SEP,PAY_AUG,PAY_JUL,PAY_JUN,PAY_MAY,PAY_APR,BILL_SEP,PAYMENT_SEP,TOTAL_DELAY_DAYS,DEFAULT_OCT
0.10526315789473684,0,0,0,0,0,0,2.106470190234922,0.9652471246502953,0.0,0
-0.21052631578947367,0,0,0,0,2,0,0.09688763709030258,0.7165682312713708,1.0,1
-0.3157894736842105,0,0,0,0,0,0,0.8102921970638679,0.29381411252719924,0.0,0
-0.631578947368421,0,0,-1,-1,-2,-2,-0.23507151511336993,-0.27665526888405345,0.0,0
-0.47368421052631576,-2,-2,-2,-2,-2,-2,-0.3497159850833163,-0.012060926328877836,0.0,0
-0.21052631578947367,2,2,2,2,2,2,0.5019511274054727,0.7911718992850482,6.0,1
-0.10526315789473684,0,0,0,0,0,0,-0.16856009944455808,-0.22691949020826857,0.0,0
1.894736842105263,0,0,0,0,0,0,1.0480465123597626,0.9769350326391048,0.0,0
-0.631578947368421,0,0,0,0,0,0,0.050752914889934386,0.21921044451352192,0.0,0
0.15789473684210525,-2,-2,-2,-2,-2,-2,-0.3624140481173194,-0.5268262356232515,0.0,0
0.7894736842105263,2,0,0,0,0,0,0.35868487718911773,0.14460677649984457,1.0,1
-0.15789473684210525,0,0,0,0,0,0,0.44247321133542084,0.7165682312713708,0.0,0
0.21052631578947367,0,0,0,0,0,0,1.0648985885796107,0.2373640037301834,0.0,0
-0.5789473684210527,0,0,0,0,0,0,-0.028110396047393515,-0.13018340068386697,0.0,0
1.4210526315789473,-1,-1,-1,-1,-1,-1,-0.268917281638947,0.19832141746969226,0.0,0
0.5789473684210527,1,-1,-1,-1,-1,-1,-0.3497159850833163,0.515138327634442,0.5,1
-0.631578947368421,1,2,2,2,0,0,-0.06695986027410193,-0.5268262356232515,3.5,0
-0.47368421052631576,1,2,0,0,0,0,0.4272418296539896,-0.5268262356232515,1.5,0
-0.5789473684210527,2,2,2,2,2,2,-0.041186096643746166,-0.10407211687907988,6.0,1
0.21052631578947367,-1,-1,0,0,0,0,-0.3312274794266203,0.7953994404724899,0.0,0
-0.5263157894736842,2,2,2,2,2,2,-0.12300756848614543,-0.1538078955548648,6.0,1
-0.3157894736842105,0,-1,-1,-1,0,-1,-0.018150205340424528,0.12471246502953062,0.0,0
1.368421052631579,0,0,0,0,0,0,0.33325728132424903,3.2033571650606154,0.0,0
1.8421052631578947,0,0,0,0,0,0,2.6806051641936652,1.9599626981659932,0.0,0
0.8421052631578947,1,2,0,0,0,0,0.1866080279451796,-0.5268262356232515,1.5,0
0.47368421052631576,0,0,0,0,0,0,2.506671596934842,1.7112838047870687,0.0,0
0.7894736842105263,0,0,0,0,0,0,2.1547291237235062,2.2086415915449176,0.0,0
-0.47368421052631576,0,0,0,0,0,0,0.1857898132267556,-0.19309916070873484,0.0,1
0.15789473684210525,-1,-1,2,-1,-1,-1,-0.3441143612417982,-0.1448554553932235,1.0,0
1.0526315789473684,0,0,0,0,0,0,1.4144650921278303,5.69014609884986,0.0,0
